edible,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
Yes,Flat,Smooth,Cinnamon,Yes,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Several,Paths
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Clustered,Leaves
Yes,Bell,Fibrous,White,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Smooth,Silk,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Yes,Knobbed,Fibrous,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Smooth,Silk,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Orange,Clustered,Leaves
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Clustered,Leaves
Yes,Knobbed,Fibrous,White,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
No,Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Bell,Fibrous,White,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Silk,Silk,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
No,Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
No,Knobbed,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Several,Leaves
Yes,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Solitary,Paths
Yes,Bell,Smooth,White,No,None,Free,Crowded,Broad,Pink,Enlarging,N/A,Smooth,Silk,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
No,Flat,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
No,Knobbed,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Clustered,Leaves
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Several,Leaves
Yes,Bell,Smooth,White,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
No,Convex,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Yes,Bell,Fibrous,White,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Yes,Bell,Fibrous,White,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Smooth,Silk,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Yes,Bell,Fibrous,White,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Orange,Several,Leaves
No,Knobbed,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Several,Leaves
No,Knobbed,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Scaly,Cinnamon,No,Musty,Attached,Close,Broad,Yellow,Enlarging,Club,Silk,Scaly,Cinnamon,Cinnamon,Partial,White,None,None,White,Clustered,Woods
No,Knobbed,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Yes,Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Smooth,Silk,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Yes,Flat,Smooth,Brown,No,None,Free,Close,Broad,White,Enlarging,Bulbous,Scaly,Scaly,Brown,Brown,Partial,White,Two,Pendant,White,Solitary,Woods
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Clustered,Leaves
Yes,Bell,Scaly,Brown,No,None,Free,Close,Broad,White,Enlarging,Bulbous,Scaly,Scaly,Brown,Brown,Partial,White,Two,Pendant,White,Solitary,Paths
No,Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Bell,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Clustered,Leaves
No,Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,White,White,Partial,White,One,Evanescent,White,Several,Paths
No,Knobbed,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Yes,Knobbed,Smooth,Gray,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
No,Knobbed,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Knobbed,Fibrous,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Clustered,Leaves
No,Knobbed,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,White,Partial,White,One,Evanescent,White,Several,Paths
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Several,Leaves
No,Knobbed,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
No,Knobbed,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Several,Leaves
Yes,Bell,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Brown,Clustered,Leaves
Yes,Convex,Scaly,Brown,No,None,Free,Close,Broad,White,Enlarging,Bulbous,Scaly,Scaly,Brown,Brown,Partial,White,Two,Pendant,White,Solitary,Paths
Yes,Convex,Smooth,White,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Several,Leaves
No,Flat,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
No,Convex,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
No,Knobbed,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Yes,Bell,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Several,Leaves
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Several,Leaves
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Several,Leaves
No,Knobbed,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Bell,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Several,Leaves
Yes,Knobbed,Smooth,Gray,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Yes,Knobbed,Fibrous,White,No,None,Free,Crowded,Broad,Pink,Enlarging,N/A,Silk,Silk,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
No,Knobbed,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
Yes,Bell,Fibrous,White,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Silk,Silk,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Yes,Convex,Smooth,White,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Smooth,Silk,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Yes,Bell,Fibrous,White,No,None,Free,Crowded,Broad,Pink,Enlarging,N/A,Smooth,Silk,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
No,Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
No,Flat,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
No,Flat,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
No,Knobbed,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
No,Knobbed,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Clustered,Leaves
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Several,Leaves
No,Knobbed,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
No,Knobbed,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Yes,Knobbed,Smooth,White,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Smooth,Silk,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
No,Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
No,Convex,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Clustered,Leaves
Yes,Bell,Fibrous,White,No,None,Free,Crowded,Broad,Pink,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Buff,Several,Leaves
No,Knobbed,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
Yes,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,White,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Solitary,Paths
No,Knobbed,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Bell,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Several,Leaves
No,Knobbed,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Clustered,Leaves
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Buff,Several,Leaves
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Clustered,Leaves
No,Knobbed,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Yes,Bell,Fibrous,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
No,Knobbed,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
No,Knobbed,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Yes,Convex,Fibrous,White,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Smooth,Silk,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Several,Leaves
No,Knobbed,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Several,Leaves
Yes,Bell,Fibrous,Gray,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Yes,Bell,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Several,Leaves
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Several,Leaves
No,Knobbed,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Leaves
No,Knobbed,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
No,Knobbed,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
No,Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,Pink,White,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Knobbed,Fibrous,White,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
No,Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Several,Leaves
No,Knobbed,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,White,White,Partial,White,One,Evanescent,White,Several,Paths
Yes,Bell,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Clustered,Leaves
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Buff,Clustered,Leaves
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Clustered,Leaves
No,Knobbed,Scaly,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Yellow,Several,Leaves
No,Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,White,White,Partial,White,One,Evanescent,White,Several,Paths
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Several,Leaves
Yes,Bell,Fibrous,Gray,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Silk,Silk,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Orange,Clustered,Leaves
Yes,Bell,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Clustered,Leaves
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Several,Leaves
Yes,Bell,Fibrous,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Smooth,Smooth,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
No,Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
No,Knobbed,Smooth,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,Pink,White,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Scaly,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Paths
No,Knobbed,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
No,Knobbed,Scaly,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,White,White,Partial,White,One,Evanescent,White,Several,Leaves
Yes,Bell,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Enlarging,N/A,Silk,Silk,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Yes,Knobbed,Fibrous,White,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Smooth,Silk,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Several,Leaves
No,Convex,Smooth,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,White,Pink,Partial,White,One,Evanescent,White,Several,Paths
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Brown,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Brown,Several,Leaves
No,Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Smooth,Brown,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Woods
No,Knobbed,Scaly,Red,No,Foul,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Silk,White,White,Partial,White,One,Evanescent,White,Several,Paths
No,Knobbed,Scaly,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,Pink,Pink,Partial,White,One,Evanescent,White,Several,Paths
No,Convex,Smooth,Brown,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,White,White,Partial,White,One,Evanescent,White,Several,Woods
Yes,Bell,Smooth,Gray,No,None,Free,Crowded,Broad,Gray,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
No,Convex,Scaly,Cinnamon,No,Musty,Free,Close,Broad,Yellow,Enlarging,Club,Silk,Scaly,Cinnamon,Cinnamon,Partial,White,None,None,White,Clustered,Woods
Yes,Knobbed,Fibrous,White,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Silk,Smooth,White,White,Partial,White,Two,Pendant,White,Numerous,Grasses
No,Knobbed,Scaly,Brown,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,Pink,Pink,Partial,White,One,Evanescent,White,Several,Leaves
No,Knobbed,Smooth,Red,No,Fishy,Free,Close,Narrow,Buff,Tapering,N/A,Silk,Silk,White,Pink,Partial,White,One,Evanescent,White,Several,Woods
Yes,Knobbed,Fibrous,White,No,None,Free,Crowded,Broad,White,Enlarging,N/A,Silk,Silk,White,White,Partial,White,Two,Pendant,White,Scattered,Grasses
Yes,Flat,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Buff,Several,Leaves
No,Knobbed,Smooth,Red,No,Spicy,Free,Close,Narrow,Buff,Tapering,N/A,Smooth,Smooth,Pink,White,Partial,White,One,Evanescent,White,Several,Paths
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Brown,Clustered,Leaves
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Orange,Clustered,Leaves
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Brown,Several,Leaves
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Brown,One,Pendant,Yellow,Several,Leaves
Yes,Knobbed,Smooth,Brown,No,None,Attached,Close,Broad,Orange,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Brown,Several,Leaves
Yes,Convex,Smooth,Brown,No,None,Attached,Close,Broad,Yellow,Enlarging,N/A,Smooth,Smooth,Orange,Orange,Partial,Orange,One,Pendant,Brown,Clustered,Leaves
